id,question
015001335, Are there any other structures visible in the vicinity?
015001335, Is there a fence or other barrier around the building?
015001335, Are there any other colors visible on the roof besides red?
015001335, Are there any other shapes visible on the roof besides the red roof?
015001335, Are there any other colors visible on the building facade besides the main color?
015001335, Are there any other shapes visible on the building facade besides the main shape?
015001336,How many solar panels are visible in the image?
015001336,What is the size of the solar panel on the roof?
015001336,What is the size of the grass field?
015001336,What is the angle of the solar panel casting the shadow?
015001336,What is the size of the shadow cast by the solar panel?
015001336,What is the color of the roof?
015001336,What is the color of the grass field?
015001336,Is there any other structure visible in the image?
015001336,Is there any other vegetation visible in the image?
015001336, Are there any other shadows visible in the image?
015001336, Is the roof flat or sloped?
015001336, Is the grass field flat or sloped?
015001336, Are there any other objects visible in the image?
015001336, What is the orientation of the solar panel on the roof?
015001336, What is the orientation of the solar panel casting the shadow?
015001336, Is the roof made of metal or tiles?
015001336, Is the grass field mowed or uncut?
015001336, Are there any other colors visible in the image?
015001336, Are there any other shapes visible in the image?
015001336, Is the roof connected to any other structure?
015001337,What type of tree is in the upper left corner?
015001337,What is the approximate size of the tree?
015001337,What type of roof is in the bottom right corner?
015001337,How large is the roof?
015001337,What is the shape of the shadow in the bottom left corner?
015001337,How long is the shadow?
015001337,What type of grass is in the field?
015001337,How tall is the grass?
015001337,Is there any other vegetation in the field?
015001337, Are there any other structures in the image?
015001337, Are there any other shadows in the image?
015001337, What is the approximate size of the field?
015001337, Is the tree in the upper left corner in the shade?
015001337, Is the roof in the bottom right corner in the shade?
015001337, Are there any other colors in the image besides red and green?
015001337," Are there any other shapes in the image besides the tree, roof, and shadow?"
015001337," Are there any other objects in the image besides the tree, roof, and shadow?"
015001337, Is the tree in the upper left corner in the foreground or background?
015001337, Is the roof in the bottom right corner in the foreground or background?
015001337, Is the shadow in the bottom left corner in the foreground or background?
015001338,What type of vegetation is in the grass field?
015001338,How many trees are in the field?
015001338,How far away is the gray roof from the center of the field?
015001338,Is the roof connected to any other structures?
015001338,Are there any other buildings in the vicinity?
015001338,What is the size of the grass field?
015001338,Are there any other colors in the vegetation?
015001338,Are there any other objects in the field?
015001338,What is the shape of the roof?
015001338, Is the roof made of metal or wood?
015001338, Are there any other colors in the roof?
015001338, Are there any other trees in the vicinity?
015001338, Are there any other structures in the field?
015001338, Is the roof attached to the ground?
015001338, Are there any other colors in the grass field?
015001338, Are there any other objects in the vicinity?
015001338, What is the size of the roof?
015001338, Are there any other shapes in the field?
015001338, Are there any other colors in the trees?
015001338, Are there any other shapes in the vicinity?
015001339,What type of trees are at the top and bottom of the grass field?
015001339,How many trees are at the top and bottom of the grass field?
015001339,What is the size of the grass field?
015001339,"Are there any other features in the grass field, such as rocks or ponds?"
015001339,Is the grass field flat or hilly?
015001339,Are there any other types of vegetation in the area?
015001339,Are there any buildings or structures near the grass field?
015001339,Are there any roads or pathways near the grass field?
015001339,Is the grass field surrounded by a fence or wall?
015001339, Are there any other fields or patches of grass nearby?
015001339, Are there any animals in the grass field?
015001339, Are there any signs of human activity in the grass field?
015001339," Are there any other types of vegetation in the area, such as shrubs or bushes?"
015001339," Are there any other types of trees in the area, such as evergreens or conifers?"
015001339," Are there any other features in the area, such as rivers or streams?"
015001339," Are there any other features in the area, such as roads or pathways?"
015001339," Are there any other features in the area, such as buildings or structures?"
015001339," Are there any other features in the area, such as fences or walls?"
015001339," Are there any other features in the area, such as signs of human activity?"
015001339," Are there any other features in the area, such as animals or wildlife?"
015001340,What type of grass is in the field?
015001340,How many trees are in the image?
015001340,Are there any other plants in the image?
015001340,What is the size of the field?
015001340,Are there any other structures in the image?
015001340,Are there any roads or paths in the image?
015001340,Are there any bodies of water in the image?
015001340,Are there any animals in the image?
015001340,Are there any buildings in the image?
015001340, What is the elevation of the field?
015001340, What is the shape of the field?
015001340, Are there any other types of vegetation in the image?
015001340, Are there any fences in the image?
015001340, Are there any power lines in the image?
015001340, Are there any signs in the image?
015001340, Are there any shadows in the image?
015001340, Are there any clouds in the image?
015001340, Are there any other colors in the image?
015001340, Are there any patterns in the vegetation?
015001340, Are there any other features in the image?
015001341,What type of grass is growing in the field?
015001341,How many trees are in the sparsely vegetated area?
015001341,Are there any buildings in the area?
015001341,Are there any roads in the area?
015001341,Is the field surrounded by a fence?
015001341,Are there any other fields nearby?
015001341,Are there any rivers or streams nearby?
015001341,Are there any other types of vegetation in the area?
015001341,Are there any animals in the area?
015001341, Are there any signs of human activity in the area?
015001341, Are there any power lines in the area?
015001341, Are there any other types of land use in the area?
015001341, Are there any bodies of water in the area?
015001341, Are there any roads leading to the field?
015001341, Are there any other fields of the same type nearby?
015001341, Are there any other types of grass in the area?
015001341, Are there any other types of vegetation in the sparsely vegetated area?
015001341, Are there any other types of land use in the sparsely vegetated area?
015001341, Are there any signs of human activity in the sparsely vegetated area?
015001341, Are there any bodies of water in the sparsely vegetated area?
015001342,What type of vegetation is present?
015001342,How much of the area is covered by vegetation?
015001342,Are there any other features in the image besides vegetation?
015001342,Are there any signs of human activity in the image?
015001342,Are there any roads or paths visible?
015001342,Are there any bodies of water visible?
015001342,Are there any buildings or structures visible?
015001342,Are there any signs of agricultural activity?
015001342,Are there any signs of deforestation?
015001342, Are there any signs of urbanization?
015001342, Are there any signs of industrial activity?
015001342, Are there any signs of mining activity?
015001342, Are there any signs of logging activity?
015001342, Are there any signs of animal grazing?
015001342, Are there any signs of fire damage?
015001342, Are there any signs of erosion?
015001342, Are there any signs of flooding?
015001342, Are there any signs of pollution?
015001342, Are there any signs of construction?
015001342, Are there any signs of natural disasters?
015001343,What type of vegetation is present?
015001343,How much of the area is covered by vegetation?
015001343,Are there any other features in the image besides vegetation?
015001343,Are there any signs of human activity in the image?
015001343,Are there any roads or paths visible?
015001343,Are there any bodies of water visible?
015001343,Are there any buildings or structures visible?
015001343,Are there any signs of agricultural activity?
015001343,Are there any signs of deforestation?
015001343, Are there any signs of erosion?
015001343, Are there any signs of urbanization?
015001343, Are there any signs of industrial activity?
015001343, Are there any signs of mining activity?
015001343, Are there any signs of logging activity?
015001343, Are there any signs of wildlife activity?
015001343, Are there any signs of recreational activity?
015001343, Are there any signs of pollution?
015001343, Are there any signs of fire damage?
015001343, Are there any signs of flooding?
015001343, Are there any signs of natural disasters?
015001344,What type of vegetation is present?
015001344,How much of the area is covered by vegetation?
015001344,Are there any other features in the image besides vegetation?
015001344,Are there any signs of human activity in the image?
015001344,Are there any bodies of water in the image?
015001344,Are there any roads or paths in the image?
015001344,Are there any buildings or structures in the image?
015001344,Are there any signs of agricultural activity in the image?
015001344,Are there any signs of deforestation in the image?
015001344, Are there any signs of erosion in the image?
015001344, Are there any signs of wildlife in the image?
015001344, Are there any signs of pollution in the image?
015001344, Are there any signs of urbanization in the image?
015001344, Are there any signs of mining activity in the image?
015001344, Are there any signs of logging activity in the image?
015001344, Are there any signs of fire damage in the image?
015001344, Are there any signs of flooding in the image?
015001344, Are there any signs of land reclamation in the image?
015001344, Are there any signs of land degradation in the image?
015001344, Are there any signs of climate change in the image?
015001345,What is the approximate size of the field?
015001345,Are there any trees or other vegetation in the field?
015001345,Are there any buildings or other structures in the field?
015001345,Are there any roads or pathways leading to or from the field?
015001345,Are there any fences or other boundaries around the field?
015001345,Are there any animals in the field?
015001345,Are there any people in the field?
015001345,Are there any shadows or other features in the field?
015001345,Are there any patterns in the grass?
015001345, Are there any other colors in the field besides green?
015001345, Are there any other shapes in the field besides the grass?
015001345, Are there any clouds in the sky above the field?
015001345, Are there any other fields nearby?
015001345, Are there any rivers or streams nearby?
015001345, Are there any hills or mountains nearby?
015001345, Are there any roads or highways nearby?
015001345, Are there any buildings or other structures nearby?
015001345, Are there any trees or other vegetation nearby?
015001345, Are there any shadows or other features nearby?
015001345, Are there any other colors in the area besides green?
015001346,What type of tree is it?
015001346,How many trees are in the field?
015001346,How large is the field?
015001346,What type of vegetation is in the lower part of the field?
015001346,Is there any water in the field?
015001346,Are there any other structures in the field?
015001346,Are there any animals in the field?
015001346,Is the tree in the upper right part of the field the tallest one?
015001346,Are there any other trees of similar size to the one in the upper right?
015001346, Are there any other trees of different sizes in the field?
015001346, Is the tree in the upper right part of the field the oldest one?
015001346, Are there any other trees of similar age to the one in the upper right?
015001346, Are there any other trees of different ages in the field?
015001346, Are there any other plants in the field besides the low vegetation?
015001346, Is the low vegetation evenly distributed throughout the field?
015001346, Are there any other colors in the field besides green?
015001346, Are there any other shapes in the field besides the tree and the low vegetation?
015001346, Are there any other objects in the field besides the tree and the low vegetation?
015001346, Are there any other textures in the field besides the grass?
015001346, Are there any other shadows in the field besides the tree and the low vegetation?
015001347,What type of terrain is this?
015001347,What is the elevation of the landscape?
015001347,Are there any bodies of water in the area?
015001347,What is the size of the landscape?
015001347,Are there any other features in the landscape?
015001347,What is the color of the vegetation?
015001347,Are there any other trees in the area?
015001347,Is the landscape flat or hilly?
015001347,Are there any buildings in the area?
015001347, Are there any roads in the area?
015001347, What is the size of the trees?
015001347, Are there any other plants in the area?
015001347, Are there any animals in the area?
015001347, What is the size of the rocks?
015001347, Are there any other features in the landscape?
015001347, What is the shape of the landscape?
015001347, Are there any other vegetation in the area?
015001347, Are there any other features in the landscape?
015001347, What is the color of the rocks?
015001347, Are there any other features in the landscape?
015001348,What type of building is this?
015001348,How many stories does the building have?
015001348,What is the shape of the roof?
015001348,What is the material of the facade?
015001348,What is the size of the rock at the bottom?
015001348,Is there any vegetation around the building?
015001348,Are there any other structures nearby?
015001348,Are there any windows visible on the facade?
015001348,Is there any signage on the facade?
015001348, What is the color of the facade?
015001348, Is the shadow cast by the building or by the rock?
015001348, Is the shadow cast by the sun or by another light source?
015001348, Is the shadow cast by a single object or multiple objects?
015001348, What is the angle of the shadow?
015001348, Are there any other shadows visible in the image?
015001348, Is the building symmetrical?
015001348, Are there any other features visible in the image?
015001348, Is the building in a city or in a rural area?
015001348, Is the building in a residential or commercial area?
015001348, Is the building in a densely populated area?
015001349,What type of building is this?
015001349,How many stories does the building have?
015001349,Are there any other buildings nearby?
015001349,What is the approximate size of the roof?
015001349,Is the roof flat or sloped?
015001349,Are there any other shadows in the image?
015001349,Are there any trees or other vegetation in the image?
015001349,Is there any water in the image?
015001349,Are there any roads or pathways in the image?
015001349, Are there any other structures in the image?
015001349, Are there any people in the image?
015001349, Are there any vehicles in the image?
015001349, Are there any signs or other markings on the roof?
015001349, Are there any windows or other openings in the building?
015001349, Are there any lights on the roof?
015001349, Are there any other colors in the image besides gray?
015001349, Is the roof made of metal or some other material?
015001349, Are there any other shadows on the roof?
015001349, Are there any other buildings in the same area?
015001349, Are there any other shadows in the same area?
015001350,What type of roof is it?
015001350,How many stories is the building?
015001350,Are there any other buildings nearby?
015001350,What is the size of the grass field?
015001350,Are there any trees in the area?
015001350,Is there a road nearby?
015001350,What is the color of the vegetation at the bottom?
015001350,Are there any other structures in the area?
015001350,Is the roof flat or sloped?
015001350, Are there any other colors in the image?
015001350, Is the roof made of metal or tiles?
015001350, Are there any other features in the image?
015001350, Is the roof in good condition?
015001350, Are there any other buildings in the area?
015001350, Is the grass field surrounded by a fence?
015001350, Are there any other structures in the area?
015001350, Are there any other colors in the image?
015001350, Is the roof made of metal or tiles?
015001350, Are there any other features in the image?
015001350, Is the roof in good condition?
015001351,How many trees are there in the upper right corner?
015001351,What type of grass is in the field?
015001351,How far away is the roof from the trees?
015001351,Is the roof connected to a building?
015001351,Is the roof flat or sloped?
015001351,Are there any other structures in the image?
015001351,Are there any other colors in the image besides gray and green?
015001351,Are there any roads or paths in the image?
015001351,Is the roof made of metal or wood?
015001351, Are there any other objects in the field besides grass?
015001351, Are there any animals in the image?
015001351, Is the roof in the same plane as the trees?
015001351, Are there any shadows in the image?
015001351, Are there any other colors in the trees besides green?
015001351, Are there any other objects in the sky besides clouds?
015001351, Is the roof symmetrical?
015001351, Are there any other objects in the upper right corner besides trees?
015001351, Are there any other objects in the lower left corner besides grass?
015001351, Is the roof the same color as the trees?
015001351," Are there any other objects in the image besides the roof, trees, and grass?"
015001352,What is the approximate size of the grass field?
015001352,Are there any trees or other vegetation in the field?
015001352,Are there any buildings or other structures in the field?
015001352,Are there any roads or pathways leading to or from the field?
015001352,Are there any other fields or open spaces nearby?
015001352,Are there any bodies of water nearby?
015001352,Are there any animals in the field?
015001352,Are there any people in the field?
015001352,Are there any fences or other boundaries around the field?
015001352, Are there any shadows or other features in the field?
015001352, Are there any clouds in the sky above the field?
015001352, Are there any other aerial features in the sky above the field?
015001352, Are there any power lines or other infrastructure in the field?
015001352, Are there any signs of recent activity in the field?
015001352, Are there any signs of recent weather events in the field?
015001352, Are there any signs of erosion or other geological features in the field?
015001352, Are there any other colors or textures in the field?
015001352, Are there any other features in the field that are not immediately visible?
015001352, Are there any other features in the surrounding area that are not immediately visible?
015001352, Are there any other features in the image that are not immediately visible?
015001353,What is the size of the grass field?
015001353,How wide is the asphalted area?
015001353,Is there any vegetation in the asphalted area?
015001353,Are there any buildings in the area?
015001353,Are there any trees in the grass field?
015001353,Is there a road running through the area?
015001353,Are there any other structures in the area?
015001353,What is the shape of the grass field?
015001353,Is the grass field flat or hilly?
015001353, Are there any other features in the area?
015001353, Are there any bodies of water in the area?
015001353, Are there any fences or walls in the area?
015001353, Are there any roads leading to the grass field?
015001353, Are there any other paved surfaces in the area?
015001353, Are there any parking lots in the area?
015001353, Are there any other grass fields in the area?
015001353, Are there any other asphalted areas in the area?
015001353, Are there any other features in the area that are not visible in the image?
015001353, Are there any other features in the area that are not visible in the image?
015001353, Are there any other features in the area that are not visible in the image?
015001354,What type of car is on the right side of the road?
015001354,How wide is the road?
015001354,What is the approximate length of the shadow?
015001354,Are there any other vehicles on the road?
015001354,Are there any buildings or other structures nearby?
015001354,Is the road straight or curved?
015001354,What is the approximate angle of the sun's rays?
015001354,Are there any trees or other vegetation near the road?
015001354,Are there any signs or markings on the road?
015001354, Are there any other shadows visible in the image?
015001354, Is the road paved or unpaved?
015001354, Are there any other people or animals visible in the image?
015001354, What is the approximate speed of the car?
015001354, Are there any other vehicles in the vicinity of the car?
015001354, Are there any street lights visible in the image?
015001354, Are there any other shadows in the image that are not related to the car?
015001354, Are there any other roads visible in the image?
015001354, Are there any other objects in the image that are casting a shadow?
015001354, Are there any other vehicles visible in the image?
015001354, Is the car moving or stationary?
015001355,What type of tree is it?
015001355,How tall is the tree?
015001355,How wide is the asphalt road?
015001355,What type of vegetation is near the small road?
015001355,Is the tree in the middle of the shadow?
015001355,Is the shadow cast by the tree?
015001355,How far away is the small road from the tree?
015001355,Is the tree in the center of the image?
015001355,Is the gravel on the asphalt road?
015001355, Is the tree in the foreground or background of the image?
015001355, Is the small road paved or unpaved?
015001355, Is the tree in full sun or shade?
015001355, Are there any other trees in the image?
015001355, How wide is the small road?
015001355, Is the tree in a straight line with the asphalt road?
015001355, Is the tree in the center of the shadow?
015001355, Is the vegetation near the small road dense or sparse?
015001355, Is the asphalt road curved or straight?
015001355, Is the tree in the center of the image?
015001355, Is the gravel on the small road?
015001356,How many trees are in the cluster?
015001356,What is the approximate size of the grass field?
015001356,Is there any other vegetation in the area?
015001356,Are there any buildings or structures nearby?
015001356,Are there any roads or pathways leading to the cluster of trees?
015001356,Are there any other clusters of trees in the area?
015001356,Are there any bodies of water nearby?
015001356,Are there any signs of human activity in the area?
015001356,Are there any animals in the area?
015001356, Are there any other types of vegetation in the area?
015001356, Are there any other clusters of trees in the area?
015001356, Is the grass field flat or hilly?
015001356," Are there any other features in the area, such as hills or valleys?"
015001356, Are there any other clusters of trees in the area?
015001356, Are there any other types of vegetation in the area?
015001356," Are there any other features in the area, such as hills or valleys?"
015001356, Are there any other clusters of trees in the area?
015001356, Are there any other types of vegetation in the area?
015001356," Are there any other features in the area, such as hills or valleys?"
015001356, Are there any other clusters of trees in the area?
015001357,What is the shape of the red roof?
015001357,How many windows are on the red roof?
015001357,Is there a door on the red roof?
015001357,What is the size of the shadow in the middle?
015001357,Is the grass field flat or hilly?
015001357,Are there any trees in the grass field?
015001357,Are there any other buildings in the grass field?
015001357,Is there a road or path in the grass field?
015001357,Is the grass field surrounded by a fence?
015001357, What is the color of the grass?
015001357, Are there any other colors in the grass field?
015001357, Is there a pond or lake in the grass field?
015001357, Are there any animals in the grass field?
015001357, Is the red roof connected to any other buildings?
015001357, Are there any other shadows in the grass field?
015001357, Is the red roof a single story or multiple stories?
015001357, Are there any other structures in the grass field?
015001357, Is the red roof a residential or commercial building?
015001357, Are there any other colors on the red roof?
015001357, Is the grass field sloped or level?
015001358,What type of building is this?
015001358,How many solar panels are there?
015001358,What color is the roof?
015001358,Is the roof flat or sloped?
015001358,Are there any other structures on the roof?
015001358,Are there any trees or other vegetation nearby?
015001358,How many windows are there?
015001358,What is the size of the building?
015001358,Are there any other buildings nearby?
015001358, What is the orientation of the building?
015001358, Are there any other features on the roof?
015001358, Are there any other colors on the roof?
015001358, Are there any other features on the ground?
015001358, Are there any other structures in the vicinity?
015001358, What is the shape of the roof?
015001358, Are there any other features on the roof besides the solar panels?
015001358, Are there any other colors on the roof besides red?
015001358, Are there any other features on the ground besides the building?
015001358, Are there any other structures in the vicinity of the building?
015001358, Are there any other features on the roof besides the solar panels and the red roof?
015001359,What type of roof is it?
015001359,How many solar panels are there?
015001359,How many trees are there?
015001359,What is the size of the grass field?
015001359,Are there any other structures in the image?
015001359,What is the color of the rocks?
015001359,How far away is the roof from the trees?
015001359,Are there any other colors in the image?
015001359,How many rocks are there?
015001359, Is the roof flat or slanted?
015001359, Are there any other objects in the image?
015001359, What is the shape of the roof?
015001359, Are there any other buildings in the image?
015001359, What is the size of the solar panels?
015001359, Are there any other trees in the image?
015001359, What is the orientation of the roof?
015001359, Are there any other colors on the roof?
015001359, Are there any other objects near the roof?
015001359, Are there any other objects near the trees?
015001359, Are there any other objects near the rocks?
015001360,What type of vegetation is present?
015001360,Are there any trees in the image?
015001360,Are there any bodies of water in the image?
015001360,Are there any roads or paths in the image?
015001360,Are there any buildings in the image?
015001360,Are there any signs of human activity in the image?
015001360,Are there any animals in the image?
015001360,Are there any fences in the image?
015001360,Are there any power lines in the image?
015001360, Are there any areas of bare ground in the image?
015001360, Are there any areas of higher vegetation in the image?
015001360, Are there any areas of dense vegetation in the image?
015001360, Are there any areas of agricultural activity in the image?
015001360, Are there any areas of urban development in the image?
015001360, Are there any areas of industrial activity in the image?
015001360, Are there any areas of recreational activity in the image?
015001360, Are there any areas of natural vegetation in the image?
015001360, Are there any areas of disturbed vegetation in the image?
015001360, Are there any areas of water bodies in the image?
015001360, Are there any areas of human habitation in the image?
015001361,What type of vegetation is present?
015001361,Are there any trees in the image?
015001361,Are there any buildings or structures visible?
015001361,Are there any roads or pathways visible?
015001361,Are there any bodies of water visible?
015001361,Are there any areas of higher elevation visible?
015001361,Are there any areas of lower elevation visible?
015001361,Are there any areas of bare ground visible?
015001361,Are there any areas of dense vegetation visible?
015001361, Are there any areas of sparse vegetation visible?
015001361, Are there any areas of cultivated land visible?
015001361, Are there any areas of disturbed land visible?
015001361, Are there any areas of urban development visible?
015001361, Are there any areas of agricultural development visible?
015001361, Are there any areas of industrial development visible?
015001361, Are there any areas of recreational development visible?
015001361, Are there any areas of natural vegetation visible?
015001361, Are there any areas of artificial vegetation visible?
015001361, Are there any areas of water bodies visible?
015001361, Are there any areas of human activity visible?
015001362,What type of grass is in the field?
015001362,How many trees are in the field?
015001362,Is the tree at the upper right deciduous or evergreen?
015001362,Is the field flat or hilly?
015001362,Are there any other trees in the field?
015001362,Are there any other plants in the field?
015001362,Are there any animals in the field?
015001362,Is the field irrigated?
015001362,Is the field fenced in?
015001362, Are there any buildings in the field?
015001362, Is the tree at the upper right a single tree or part of a grove?
015001362, Is the field mowed or left wild?
015001362, Are there any roads or paths in the field?
015001362," Are there any other features in the field, such as ponds or streams?"
015001362, Is the field part of a larger farm or estate?
015001362, Are there any other trees or plants near the field?
015001362," Is the field used for any specific purpose, such as grazing or recreation?"
015001362," Are there any other features in the image, such as power lines or telephone poles?"
015001362," Are there any other features in the image, such as roads or buildings?"
015001362," Is the field part of a larger landscape, such as a park or forest?"
015001363,What type of trees are present in the landscape?
015001363,Are there any bodies of water in the landscape?
015001363,Are there any buildings or structures in the landscape?
015001363,Are there any roads or pathways in the landscape?
015001363,Are there any signs of human activity in the landscape?
015001363,Are there any animals in the landscape?
015001363,Are there any signs of erosion in the landscape?
015001363,Are there any areas of bare ground in the landscape?
015001363,Are there any areas of dense vegetation in the landscape?
015001363, Are there any areas of high elevation in the landscape?
015001363, Are there any areas of low elevation in the landscape?
015001363, Are there any areas of water runoff in the landscape?
015001363, Are there any areas of exposed rock in the landscape?
015001363, Are there any areas of agricultural activity in the landscape?
015001363, Are there any areas of urban development in the landscape?
015001363, Are there any areas of industrial activity in the landscape?
015001363, Are there any areas of recreational activity in the landscape?
015001363, Are there any areas of natural vegetation in the landscape?
015001363, Are there any areas of disturbed vegetation in the landscape?
015001363, Are there any areas of disturbed soil in the landscape?
015001364,What type of vegetation is present?
015001364,Are there any trees in the image?
015001364,Are there any bodies of water in the image?
015001364,Are there any roads or paths in the image?
015001364,Are there any buildings or structures in the image?
015001364,Are there any signs of human activity in the image?
015001364,Are there any areas of higher elevation in the image?
015001364,Are there any areas of lower elevation in the image?
015001364,Are there any areas of bare ground in the image?
015001364, Are there any areas of dense vegetation in the image?
015001364, Are there any areas of sparse vegetation in the image?
015001364, Are there any areas of cultivated land in the image?
015001364, Are there any areas of disturbed land in the image?
015001364, Are there any areas of water in the image?
015001364, Are there any areas of snow or ice in the image?
015001364, Are there any areas of exposed rock in the image?
015001364, Are there any areas of exposed soil in the image?
015001364, Are there any areas of exposed sand in the image?
015001364, Are there any areas of exposed gravel in the image?
015001364, Are there any areas of exposed clay in the image?
015001365,What type of vegetation is present?
015001365,Are there any trees in the image?
015001365,Are there any bodies of water in the image?
015001365,Are there any roads or paths in the image?
015001365,Are there any buildings in the image?
015001365,Are there any signs of human activity in the image?
015001365,Are there any animals in the image?
015001365,Are there any fences in the image?
015001365,Are there any power lines in the image?
015001365, Are there any areas of bare ground in the image?
015001365, Are there any areas of high vegetation in the image?
015001365, Are there any areas of dense vegetation in the image?
015001365, Are there any areas of sparse vegetation in the image?
015001365, Are there any areas of cultivated land in the image?
015001365, Are there any areas of disturbed land in the image?
015001365, Are there any areas of water in the image?
015001365, Are there any areas of snow or ice in the image?
015001365, Are there any areas of bare rock in the image?
015001365, Are there any areas of exposed soil in the image?
015001365, Are there any areas of disturbed vegetation in the image?
015001366,How many trees are in the field?
015001366,Is the grass evenly distributed throughout the field?
015001366,Are there any other plants in the field besides grass?
015001366,Are there any visible pathways or roads in the field?
015001366,Are there any buildings or structures in the field?
015001366,Are there any animals in the field?
015001366,Are there any fences or other boundaries in the field?
015001366,Are there any water sources in the field?
015001366,Are there any shadows in the field?
015001366, Are there any visible signs of human activity in the field?
015001366, Are there any visible signs of erosion in the field?
015001366, Are there any visible signs of pollution in the field?
015001366, Are there any visible signs of construction in the field?
015001366, Are there any visible signs of vegetation growth in the field?
015001366, Are there any visible signs of animal activity in the field?
015001366, Are there any visible signs of weathering in the field?
015001366, Are there any visible signs of water runoff in the field?
015001366, Are there any visible signs of drainage in the field?
015001366, Are there any visible signs of flooding in the field?
015001366, Are there any visible signs of human habitation in the field?
015001367,What is the approximate size of the grass field?
015001367,Are there any trees or other vegetation in the field?
015001367,Are there any buildings or other structures in the field?
015001367,Are there any roads or pathways leading to or from the field?
015001367,Are there any other fields or open spaces nearby?
015001367,Are there any bodies of water nearby?
015001367,Are there any fences or other boundaries around the field?
015001367,Are there any animals in the field?
015001367,Are there any people in the field?
015001367, Are there any shadows or other features in the field?
015001367, Are there any clouds in the sky above the field?
015001367, Are there any other aerial features in the sky above the field?
015001367, Are there any other aerial features in the sky above the field?
015001367, Are there any other aerial features in the sky above the field?
015001367, Are there any other aerial features in the sky above the field?
015001367, Are there any other aerial features in the sky above the field?
015001367, Are there any other aerial features in the sky above the field?
015001367, Are there any other aerial features in the sky above the field?
015001367, Are there any other aerial features in the sky above the field?
015001367, Are there any other aerial features in the sky above the field?
015001368,What type of tree is in the center of the field?
015001368,How many trees are in the field?
015001368,What type of grass is growing in the field?
015001368,How large is the field?
015001368,What type of vegetation is surrounding the field?
015001368,Is there any water in the field?
015001368,Are there any other structures in the field?
015001368,Are there any animals in the field?
015001368,How far away is the nearest road?
015001368, Are there any other trees in the vicinity?
015001368, How many different types of vegetation are in the field?
015001368, Is the tree in the center of the field healthy?
015001368, Are there any other trees in the field?
015001368, Is the grass in the field evenly distributed?
015001368, Are there any other structures in the vicinity?
015001368, Are there any other fields in the vicinity?
015001368, Is the tree in the center of the field a deciduous or coniferous tree?
015001368, Is the tree in the center of the field a native species?
015001368, Are there any other trees in the vicinity?
015001368, Are there any other types of vegetation in the field?
015001369,How many trees are in the field?
015001369,Is there a path or road running through the field?
015001369,Are there any buildings in the field?
015001369,What is the size of the field?
015001369,"Are there any other features in the field, such as ponds or streams?"
015001369,Are there any other types of vegetation in the field?
015001369,Are there any signs of human activity in the field?
015001369,Are there any animals in the field?
015001369,"Is the field surrounded by any other features, such as fences or walls?"
015001369, Are there any other types of land use in the area?
015001369, What is the elevation of the field?
015001369," Are there any other features in the area, such as roads or buildings?"
015001369, Are there any other types of vegetation in the area?
015001369, Are there any signs of human activity in the area?
015001369, Are there any animals in the area?
015001369," Is the field surrounded by any other features, such as fences or walls?"
015001369, What is the size of the area surrounding the field?
015001369, Are there any other types of land use in the area?
015001369, What is the elevation of the area surrounding the field?
015001369," Are there any other features in the area, such as roads or buildings?"
015001370,What is the approximate size of the grass field?
015001370,Is there any other vegetation in the field besides grass?
015001370,Are there any structures in the field?
015001370,Are there any roads or paths leading to the field?
015001370,Are there any trees or shrubs near the top of the field?
015001370,Are there any animals in the field?
015001370,Are there any signs of human activity in the field?
015001370,Are there any bodies of water near the field?
015001370,Are there any other fields nearby?
015001370, Are there any buildings or other structures near the field?
015001370, Are there any fences or walls surrounding the field?
015001370, Are there any roads or paths leading away from the field?
015001370, Are there any other types of vegetation in the field?
015001370, Are there any signs of erosion in the field?
015001370, Are there any other fields of similar size nearby?
015001370, Are there any other types of land use in the area?
015001370, Are there any other types of vegetation near the top of the field?
015001370, Are there any other types of land use near the top of the field?
015001370, Are there any other types of land use near the bottom of the field?
015001370, Are there any other types of vegetation near the bottom of the field?
015001371,What is the approximate size of the grass field?
015001371,Are there any trees or other vegetation in the field?
015001371,Are there any buildings or structures nearby?
015001371,Are there any roads or pathways leading to or from the field?
015001371,Are there any other fields nearby?
015001371,Are there any animals in the field?
015001371,Are there any people in the field?
015001371,Is the grass field surrounded by a fence or wall?
015001371,Are there any shadows or other features in the field?
015001371, Are there any signs of recent activity in the field?
015001371," Are there any other features in the field, such as rocks or streams?"
015001371, Are there any other colors in the field besides green?
015001371, Are there any patterns in the grass?
015001371, Are there any clouds in the sky above the field?
015001371, Is the grass field flat or hilly?
015001371, Are there any shadows cast by the sun on the field?
015001371," Are there any other objects in the field, such as benches or picnic tables?"
015001371, Are there any roads or pathways leading away from the field?
015001371, Are there any other fields visible in the distance?
015001371," Are there any other features in the sky, such as birds or airplanes?"
015001372,What is the approximate size of the grass field?
015001372,Are there any trees or other vegetation in the field?
015001372,Are there any buildings or structures nearby?
015001372,Are there any roads or paths leading to or from the field?
015001372,Are there any other fields nearby?
015001372,Are there any animals in the field?
015001372,Are there any fences or other boundaries around the field?
015001372,Are there any signs of human activity in the field?
015001372,Are there any water sources nearby?
015001372, Are there any shadows in the field?
015001372, Are there any clouds in the sky?
015001372, Are there any other colors in the field besides green?
015001372, Are there any patterns in the grass?
015001372, Are there any shadows cast by the trees or other vegetation?
015001372, Are there any other fields of a different color nearby?
